Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
30000.00,2013-01-01,debt_consolidation,643,16.43%,303xx,GA,< 1 year,0
2000.00,2013-01-01,medical,0,29.94%,330xx,FL,< 1 year,0
35000.00,2013-01-01,debt_consolidation,676,72.98%,853xx,AZ,< 1 year,0
35000.00,2013-01-01,small_business,605,8.47%,539xx,WI,< 1 year,0
1500.00,2013-01-01,debt_consolidation,675,8.62%,856xx,AZ,< 1 year,0
35000.00,2013-01-01,home_improvement,631,26.15%,774xx,TX,< 1 year,0
6000.00,2013-01-01,other,607,7.58%,109xx,NY,< 1 year,0
10000.00,2013-01-01,debt_consolidation,656,8.52%,890xx,NV,< 1 year,0
35000.00,2013-01-01,debt_consolidation,657,2.95%,750xx,TX,< 1 year,0
20000.00,2013-01-01,debt_consolidation,633,52.24%,109xx,NY,1 year,0
10000.00,2013-01-01,debt_consolidation,698,17.62%,983xx,WA,< 1 year,0
10000.00,2013-01-01,credit_card,678,40.62%,902xx,CA,< 1 year,0
2500.00,2013-01-01,other,655,9.15%,949xx,CA,< 1 year,0
1000.00,2013-01-01,other,511,43.13%,121xx,NY,< 1 year,0
25000.00,2013-01-01,Debt consolidation,670,6.04%,600xx,IL,n/a,0
10000.00,2013-01-01,debt_consolidation,640,19.41%,791xx,TX,< 1 year,0
30000.00,2013-01-01,house,,-1%,287xx,NC,< 1 year,0
15000.00,2013-01-01,debt_consolidation,650,7.55%,551xx,MN,< 1 year,0
10000.00,2013-01-01,debt_consolidation,652,27.43%,906xx,CA,< 1 year,0
25000.00,2013-01-01,debt_consolidation,675,29.93%,074xx,NJ,5 years,0
35000.00,2013-01-01,debt_consolidation,657,26.42%,783xx,TX,< 1 year,0
10000.00,2013-01-01,other,0,0.32%,441xx,OH,< 1 year,0
1000.00,2013-01-01,other,0,0%,554xx,MN,< 1 year,0
35000.00,2013-01-01,home_improvement,657,5.7%,334xx,FL,< 1 year,0
3000.00,2013-01-01,wedding,,-1%,486xx,MI,< 1 year,0
10000.00,2013-01-01,debt_consolidation,682,13.08%,025xx,MA,< 1 year,0
28000.00,2013-01-01,debt_consolidation,658,17.67%,361xx,AL,< 1 year,0
8000.00,2013-01-01,wedding,578,7.8%,073xx,NJ,< 1 year,0
35000.00,2013-01-01,debt_consolidation,684,35.73%,783xx,TX,< 1 year,0
10000.00,2013-01-01,other,566,32.03%,765xx,TX,< 1 year,0
32000.00,2013-01-01,credit_card,672,24.78%,920xx,CA,< 1 year,0
35000.00,2013-01-01,medical,715,30.92%,653xx,MO,< 1 year,0
1000.00,2013-01-01,other,605,9.39%,233xx,VA,< 1 year,0
2000.00,2013-01-01,car,559,14.86%,015xx,MA,< 1 year,0
2000.00,2013-01-01,car,0,0%,947xx,CA,< 1 year,0
15000.00,2013-01-01,other,697,45.6%,144xx,NY,9 years,0
10000.00,2013-01-01,other,653,22.6%,023xx,MA,< 1 year,0
7000.00,2013-01-01,other,512,15.74%,276xx,NC,< 1 year,0
1500.00,2013-01-01,other,635,2.36%,067xx,CT,3 years,0
35000.00,2013-01-01,home_improvement,645,3.3%,334xx,FL,< 1 year,0
35000.00,2013-01-01,debt_consolidation,695,373.85%,926xx,CA,< 1 year,0
25000.00,2013-01-01,debt_consolidation,666,47.62%,453xx,OH,< 1 year,0
10000.00,2013-01-01,other,681,46.59%,136xx,NY,< 1 year,0
3000.00,2013-01-01,car,741,0.44%,112xx,NY,< 1 year,0
35000.00,2013-01-01,small_business,674,2.26%,463xx,IN,< 1 year,0
8000.00,2013-01-01,debt_consolidation,531,1.81%,939xx,CA,< 1 year,0
17000.00,2013-01-01,debt_consolidation,670,15.24%,951xx,CA,< 1 year,0
15000.00,2013-01-01,home_improvement,639,16.51%,212xx,MD,< 1 year,0
6500.00,2013-01-01,debt_consolidation,686,38.37%,917xx,CA,< 1 year,0
20000.00,2013-01-01,major_purchase,685,17.22%,423xx,KY,< 1 year,0
8000.00,2013-01-01,Payoff,681,5.17%,190xx,PA,2 years,0
26000.00,2013-01-01,major_purchase,661,17.28%,028xx,RI,< 1 year,0
20000.00,2013-01-01,credit_card,613,21.43%,706xx,LA,< 1 year,0
15000.00,2013-01-01,life in order,666,22.05%,451xx,OH,2 years,0
35000.00,2013-01-01,house,674,45.85%,184xx,PA,< 1 year,0
5000.00,2013-01-01,debt_consolidation,633,25.39%,452xx,OH,< 1 year,0
10000.00,2013-01-01,debt_consolidation,528,34.29%,010xx,MA,< 1 year,0
15000.00,2013-01-01,Trailer Loan,666,27.17%,894xx,NV,9 years,0
13075.00,2013-01-01,major_purchase,730,0.07%,347xx,FL,< 1 year,0
3000.00,2013-01-01,debt_consolidation,652,28.51%,221xx,VA,< 1 year,0
10000.00,2013-01-01,debt_consolidation,654,7.86%,420xx,KY,< 1 year,0
4000.00,2013-01-01,debt_consolidation,654,11.12%,857xx,AZ,< 1 year,0
1000.00,2013-01-01,medical,0,0%,361xx,AL,< 1 year,0
35000.00,2013-01-01,major_purchase,0,0%,960xx,CA,< 1 year,0
3500.00,2013-01-01,other,671,21.63%,951xx,CA,< 1 year,0
5000.00,2013-01-01,house,0,0%,191xx,PA,< 1 year,0
10000.00,2013-01-01,car,468,0.05%,434xx,OH,< 1 year,0
5000.00,2013-01-01,home_improvement,,-1%,891xx,NV,< 1 year,0
25000.00,2013-01-01,small_business,723,32.02%,147xx,NY,< 1 year,0
4000.00,2013-01-01,medical,469,3.93%,191xx,PA,< 1 year,0
5000.00,2013-01-01,debt_consolidation,626,0.62%,080xx,NJ,< 1 year,0
10000.00,2013-01-01,Home Improvement,696,3.55%,890xx,NV,7 years,0
30000.00,2013-01-01,car,566,15.24%,086xx,NJ,< 1 year,0
1000.00,2013-01-01,credit_card,0,0.38%,112xx,NY,< 1 year,0
20000.00,2013-01-01,debt_consolidation,630,32.21%,442xx,OH,< 1 year,0
6000.00,2013-01-01,debt_consolidation,648,27.22%,871xx,NM,< 1 year,0
35000.00,2013-01-01,major_purchase,707,3.84%,277xx,NC,< 1 year,0
5500.00,2013-01-01,home_improvement,704,0%,356xx,AL,< 1 year,0
15000.00,2013-01-01,debt_consolidation,589,14.36%,351xx,AL,< 1 year,0
35000.00,2013-01-01,debt_consolidation,605,16.83%,995xx,AK,< 1 year,0
11500.00,2013-01-01,debt_consolidation,640,18.09%,664xx,KS,< 1 year,0
6000.00,2013-01-01,debt_consolidation,667,15.86%,337xx,FL,< 1 year,0
12000.00,2013-01-01,other,804,36.96%,201xx,VA,1 year,0
1000.00,2013-01-01,moving,571,27.39%,599xx,MT,< 1 year,0
10000.00,2013-01-01,credit_card,748,4.28%,941xx,CA,< 1 year,0
2500.00,2013-01-01,home_improvement,0,0%,752xx,TX,< 1 year,0
7500.00,2013-01-01,other,450,16.22%,853xx,AZ,< 1 year,0
5500.00,2013-01-01,major_purchase,568,5.6%,356xx,AL,< 1 year,0
20000.00,2013-01-01,debt_consolidation,695,22.49%,934xx,CA,< 1 year,0
1500.00,2013-01-01,debt_consolidation,0,0%,240xx,VA,< 1 year,0
5000.00,2013-01-01,credit_card,533,4.96%,156xx,PA,< 1 year,0
30000.00,2013-01-01,debt_consolidation,647,46.83%,756xx,TX,1 year,0
35000.00,2013-01-01,debt_consolidation,659,12.54%,023xx,MA,< 1 year,0
5500.00,2013-01-01,major_purchase,0,0%,140xx,NY,< 1 year,0
5000.00,2013-01-01,Money,686,25.78%,119xx,NY,5 years,0
6000.00,2013-01-01,debt_consolidation,699,49.33%,351xx,AL,< 1 year,0
20000.00,2013-01-01,credit_card,648,25.08%,331xx,FL,< 1 year,0
5000.00,2013-01-01,credit_card,660,17.06%,601xx,IL,< 1 year,0
16000.00,2013-01-01,debt_consolidation,720,39.78%,070xx,NJ,< 1 year,0
35000.00,2013-01-01,credit_card,650,24.15%,208xx,MD,< 1 year,0
1500.00,2013-01-01,other,0,0%,926xx,CA,< 1 year,0
15000.00,2013-01-01,debt_consolidation,670,20.57%,926xx,CA,< 1 year,0
35000.00,2013-01-01,home_improvement,604,12.78%,605xx,IL,< 1 year,0
5000.00,2013-01-01,debt_consolidation,674,36.72%,350xx,AL,< 1 year,0
15000.00,2013-01-01,debt_consolidation,635,27.68%,920xx,CA,5 years,0
8000.00,2013-01-01,debt_consolidation,632,17.97%,229xx,VA,< 1 year,0
33000.00,2013-01-01,debt_consolidation,700,28.61%,492xx,MI,< 1 year,0
35000.00,2013-01-01,debt_consolidation,669,11.36%,900xx,CA,< 1 year,0
7000.00,2013-01-01,other,562,31.33%,207xx,MD,< 1 year,0
35000.00,2013-01-01,debt_consolidation,684,57.32%,921xx,CA,< 1 year,0
30000.00,2013-01-01,debt_consolidation,663,7.15%,063xx,CT,10+ years,0
10000.00,2013-01-01,major_purchase,639,0.98%,071xx,NJ,< 1 year,0
18000.00,2013-01-01,debt_consolidation,681,38.27%,844xx,UT,< 1 year,0
35000.00,2013-01-01,new years consolidation,687,25.45%,919xx,CA,1 year,0
4000.00,2013-01-01,major_purchase,642,2.25%,989xx,WA,10+ years,0
3000.00,2013-01-01,home_improvement,567,30.78%,953xx,CA,< 1 year,0
10000.00,2013-01-01,dept,671,14.34%,142xx,NY,10+ years,0
20000.00,2013-01-01,debt_consolidation,676,44.27%,561xx,MN,< 1 year,0
3000.00,2013-01-01,debt_consolidation,0,2.65%,941xx,CA,< 1 year,0
7000.00,2013-01-01,major_purchase,646,10.33%,953xx,CA,< 1 year,0
5000.00,2013-01-01,home_improvement,0,0%,315xx,GA,< 1 year,0
10000.00,2013-01-01,debt_consolidation,580,0.8%,331xx,FL,< 1 year,0
1000.00,2013-01-01,debt_consolidation,525,3%,711xx,LA,< 1 year,0
2000.00,2013-01-01,other,567,4.94%,020xx,MA,< 1 year,0
15000.00,2013-01-01,debt_consolidation,691,19.95%,782xx,TX,< 1 year,0
10000.00,2013-01-01,debt_consolidation,649,13.78%,070xx,NJ,< 1 year,0
20000.00,2013-01-01,debt_consolidation,649,25.08%,802xx,CO,< 1 year,0
4000.00,2013-01-01,debt_consolidation,653,28.99%,857xx,AZ,< 1 year,0
20000.00,2013-01-01,house,657,9.55%,441xx,OH,< 1 year,0
35000.00,2013-01-01,debt_consolidation,567,6%,114xx,NY,< 1 year,0
15000.00,2013-01-01,credit_card,664,6.22%,601xx,IL,< 1 year,0
8000.00,2013-01-01,credit_card,697,54.13%,238xx,VA,< 1 year,0
13000.00,2013-01-01,credit_card,650,14.85%,956xx,CA,< 1 year,0
15000.00,2013-01-01,renewable_energy,0,1335.72%,212xx,MD,< 1 year,0
7000.00,2013-01-01,credit_card,657,3.43%,606xx,IL,< 1 year,0
35000.00,2013-01-01,credit_card,717,19.85%,956xx,CA,< 1 year,0
4000.00,2013-01-01,debt_consolidation,660,3.44%,700xx,LA,< 1 year,0
5000.00,2013-01-01,medical,552,10.98%,432xx,OH,< 1 year,0
15000.00,2013-01-01,other,517,141.12%,705xx,LA,< 1 year,0
15000.00,2013-01-01,house,587,13.1%,498xx,MI,< 1 year,0
15000.00,2013-01-01,Debt Consolidation,716,2.76%,773xx,TX,5 years,0
3000.00,2013-01-01,medical,606,13.03%,722xx,AR,< 1 year,0
20000.00,2013-01-01,vacation,672,35.82%,305xx,GA,< 1 year,0
5000.00,2013-01-01,medical,627,2.02%,287xx,NC,< 1 year,0
12000.00,2013-01-01,debt_consolidation,698,26.68%,814xx,CO,< 1 year,0
1000.00,2013-01-01,other,552,5.48%,280xx,NC,< 1 year,0
5000.00,2013-01-01,debt_consolidation,648,31.66%,982xx,WA,< 1 year,0
1000.00,2013-01-01,other,0,0%,104xx,NY,< 1 year,0
13425.00,2013-01-01,debt_consolidation,639,14.39%,233xx,VA,< 1 year,0
35000.00,2013-01-01,credit_card,650,13.31%,898xx,NV,< 1 year,0
25000.00,2013-01-01,credit_card,639,14.39%,233xx,VA,< 1 year,0
6000.00,2013-01-01,credit_card,685,25.99%,018xx,MA,< 1 year,0
35000.00,2013-01-01,home_improvement,654,18.74%,815xx,CO,< 1 year,0
17000.00,2013-01-01,debt_consolidation,790,0.12%,797xx,TX,< 1 year,0
20000.00,2013-01-01,Debt consolidation,682,14.91%,720xx,AR,5 years,0
5000.00,2013-01-01,other,545,4256.19%,070xx,NJ,< 1 year,0
15000.00,2013-01-01,Business,662,8.6%,954xx,CA,10+ years,0
30000.00,2013-01-01,medical,581,40.53%,756xx,TX,< 1 year,0
12000.00,2013-01-01,debt_consolidation,632,13.86%,024xx,MA,< 1 year,0
35000.00,2013-01-01,renewable_energy,705,31.61%,152xx,PA,< 1 year,0
3500.00,2013-01-01,major_purchase,633,5.72%,907xx,CA,< 1 year,0
12500.00,2013-01-01,Personal loan,677,14.34%,852xx,AZ,5 years,0
35000.00,2013-01-01,debt_consolidation,649,20.58%,142xx,NY,< 1 year,0
15000.00,2013-01-01,home_improvement,460,11.11%,760xx,TX,< 1 year,0
15000.00,2013-01-01,other,722,12.84%,152xx,PA,< 1 year,0
10000.00,2013-01-01,debt_consolidation,0,1.19%,337xx,FL,< 1 year,0
35000.00,2013-01-01,debt_consolidation,670,64.8%,366xx,AL,< 1 year,0
25000.00,2013-01-01,debt_consolidation,581,25.72%,922xx,CA,< 1 year,0
2000.00,2013-01-01,debt_consolidation,556,5.46%,070xx,NJ,< 1 year,0
5000.00,2013-01-01,other,477,17.4%,660xx,KS,< 1 year,0
8600.00,2013-01-01,car,673,14.77%,661xx,KS,2 years,0
7000.00,2013-01-01,debt_consolidation,618,3.25%,928xx,CA,< 1 year,0
5000.00,2013-01-01,other,771,10.11%,797xx,TX,< 1 year,0
8500.00,2013-01-01,home_improvement,607,7.87%,946xx,CA,< 1 year,0
1000.00,2013-01-01,other,0,0%,535xx,WI,< 1 year,0
10000.00,2013-01-01,moving,637,38.5%,786xx,TX,< 1 year,0
17000.00,2013-01-01,Debt Consolidatoin,689,29%,590xx,MT,10+ years,0
4000.00,2013-01-01,other,488,2.91%,328xx,FL,< 1 year,0
10000.00,2013-01-01,debt_consolidation,674,51.36%,361xx,AL,< 1 year,0
6500.00,2013-01-01,debt_consolidation,684,26.38%,293xx,SC,< 1 year,0
13000.00,2013-01-01,credit_card,654,8.72%,010xx,MA,< 1 year,0
7500.00,2013-01-01,Business,661,17.99%,483xx,MI,10+ years,0
30000.00,2013-01-01,credit_card,659,32.38%,329xx,FL,< 1 year,0
35000.00,2013-01-01,debt_consolidation,703,39.18%,630xx,MO,< 1 year,0
30000.00,2013-01-01,debt_consolidation,593,2.72%,021xx,MA,< 1 year,0
35000.00,2013-01-01,debt_consolidation,675,8.49%,282xx,NC,< 1 year,0
1000.00,2013-01-01,moving,503,25.2%,551xx,MN,< 1 year,0
9000.00,2013-01-01,debt_consolidation,657,13.66%,441xx,OH,< 1 year,0
10000.00,2013-01-01,home_improvement,694,36.56%,480xx,MI,< 1 year,0
35000.00,2013-01-01,debt_consolidation,674,50.08%,284xx,NC,< 1 year,0
10000.00,2013-01-01,debt_consolidation,688,40.58%,993xx,WA,< 1 year,0
35000.00,2013-01-01,debt_consolidation,713,29.4%,752xx,TX,< 1 year,0
2500.00,2013-01-01,home_improvement,472,0%,461xx,IN,< 1 year,0
20000.00,2013-01-01,winwinconsolidation,712,11.94%,770xx,TX,8 years,0
10000.00,2013-01-01,debt_consolidation,628,28.51%,543xx,WI,< 1 year,0
25000.00,2013-01-01,Credit card refinancing,778,22.05%,320xx,FL,10+ years,0
25000.00,2013-01-01,wedding,0,0%,790xx,TX,< 1 year,0
35000.00,2013-01-01,other,652,7.85%,150xx,PA,< 1 year,0
10000.00,2013-01-01,major_purchase,586,16.12%,121xx,NY,< 1 year,0
2100.00,2013-01-01,debt_consolidation,639,41.52%,748xx,OK,< 1 year,0
5000.00,2013-01-01,debt_consolidation,592,10.58%,211xx,MD,< 1 year,0
30000.00,2013-01-01,debt_consolidation,658,28.64%,479xx,IN,< 1 year,0
2000.00,2013-01-01,other,535,111.77%,784xx,TX,< 1 year,0
5000.00,2013-01-01,home_improvement,595,4.94%,553xx,MN,< 1 year,0
2000.00,2013-01-01,moving,586,15.29%,631xx,MO,< 1 year,0
3800.00,2013-01-01,medical,599,27.75%,577xx,SD,< 1 year,0
1000.00,2013-01-01,other,483,5.5%,298xx,SC,< 1 year,0
2500.00,2013-01-01,other,610,3.61%,986xx,WA,< 1 year,0
35000.00,2013-01-01,major_purchase,612,1.44%,480xx,MI,< 1 year,0
6000.00,2013-01-01,vacation,560,15.2%,959xx,CA,< 1 year,0
13000.00,2013-01-01,Paying credit cards off ,694,23.95%,301xx,GA,n/a,0
30000.00,2013-01-01,house,0,0%,400xx,KY,< 1 year,0
25000.00,2013-01-01,car,543,23.73%,775xx,TX,1 year,0
35000.00,2013-01-01,home_improvement,629,19.73%,136xx,NY,< 1 year,0
15000.00,2013-01-01,Credit card Payoff,618,10.22%,403xx,KY,< 1 year,0
19800.00,2013-01-01,debt_consolidation,673,21.6%,346xx,FL,1 year,0
5000.00,2013-01-01,debt_consolidation,538,0.72%,451xx,OH,< 1 year,0
25000.00,2013-01-01,debt_consolidation,660,32.03%,141xx,NY,< 1 year,0
30000.00,2013-01-01,Debt Loan ,725,25.37%,064xx,CT,2 years,0
25000.00,2013-01-01,debt_consolidation,668,16.88%,802xx,CO,< 1 year,0
2000.00,2013-01-01,credit_card,701,36.88%,926xx,CA,< 1 year,0
1000.00,2013-01-01,house,527,486%,212xx,MD,< 1 year,0
20000.00,2013-01-01,other,643,30.43%,112xx,NY,< 1 year,0
10000.00,2013-01-01,other,638,4.38%,783xx,TX,< 1 year,0
2000.00,2013-01-01,home_improvement,0,0%,282xx,NC,< 1 year,0
1500.00,2013-01-01,major_purchase,586,5.98%,207xx,MD,< 1 year,0
20000.00,2013-01-01,debt_consolidation,624,9.61%,225xx,VA,< 1 year,0
1000.00,2013-01-01,credit_card,637,14.04%,705xx,LA,< 1 year,0
6000.00,2013-01-01,debt_consolidation,579,5.84%,922xx,CA,< 1 year,0
1000.00,2013-01-01,small_business,507,8.62%,078xx,NJ,< 1 year,0
35000.00,2013-01-01,small_business,543,4.07%,539xx,WI,< 1 year,0
30000.00,2013-01-01,debt_consolidation,670,43.29%,967xx,HI,< 1 year,0
24000.00,2013-01-01,debt_consolidation,699,15.66%,924xx,CA,< 1 year,0
5000.00,2013-01-01,credit_card,516,14.48%,983xx,WA,< 1 year,0
25000.00,2013-01-01,moving,656,12.54%,347xx,FL,< 1 year,0
17000.00,2013-01-01,debt_consolidation,664,12.37%,306xx,GA,< 1 year,0
20000.00,2013-01-01,credit_card,677,36.93%,472xx,IN,< 1 year,0
5000.00,2013-01-01,debt_consolidation,609,0.86%,110xx,NY,< 1 year,0
35000.00,2013-01-01,debt_consolidation,693,35.45%,816xx,CO,< 1 year,0
12000.00,2013-01-01,debt_consolidation,668,21.15%,980xx,WA,< 1 year,0
2625.00,2013-01-01,debt_consolidation,629,34.46%,705xx,LA,4 years,0
3000.00,2013-01-01,debt_consolidation,606,25.23%,800xx,CO,< 1 year,0
6500.00,2013-01-01,home_improvement,699,61.31%,606xx,IL,< 1 year,0
8000.00,2013-01-01,car,625,14.4%,852xx,AZ,< 1 year,0
4000.00,2013-01-01,debt_consolidation,685,25.32%,752xx,TX,< 1 year,0
10000.00,2013-01-01,other,626,4.9%,107xx,NY,< 1 year,0
10000.00,2013-01-01,debt_consolidation,659,18.58%,302xx,GA,< 1 year,0
5000.00,2013-01-01,credit_card,688,49.4%,454xx,OH,< 1 year,0
20000.00,2013-01-01,debt_consolidation,659,1.67%,219xx,MD,< 1 year,0
1000.00,2013-01-01,other,608,55.58%,030xx,NH,< 1 year,0
3500.00,2013-01-01,wedding,603,20.28%,359xx,AL,< 1 year,0
1000.00,2013-01-01,major_purchase,498,4.36%,339xx,FL,< 1 year,0
2000.00,2013-01-01,other,645,7.78%,958xx,CA,< 1 year,0
1000.00,2013-01-01,debt_consolidation,0,4.8%,967xx,HI,< 1 year,0
2000.00,2013-01-01,moving,576,180.34%,615xx,IL,< 1 year,0
10000.00,2013-01-01,home improvment,691,24.83%,826xx,WY,1 year,0
20000.00,2013-01-01,debt_consolidation,638,38.72%,658xx,MO,< 1 year,0
5000.00,2013-01-01,debt_consolidation,634,27.05%,635xx,MO,< 1 year,0
15000.00,2013-01-01,debt_consolidation,680,6.19%,288xx,NC,< 1 year,0
1000.00,2013-01-01,medical,565,104.64%,187xx,PA,< 1 year,0
35000.00,2013-01-01,other,481,5.3%,071xx,NJ,< 1 year,0
35000.00,2013-01-01,Amazing Credit History! Don't Pass Up.,789,8.39%,604xx,IL,10+ years,0
5000.00,2013-01-01,other,695,56.94%,310xx,GA,< 1 year,0
1500.00,2013-01-01,vacation,612,18.43%,606xx,IL,< 1 year,0
1500.00,2013-01-01,debt_consolidation,648,35.08%,219xx,MD,< 1 year,0
2000.00,2013-01-01,moving,665,3.75%,180xx,PA,< 1 year,0
2000.00,2013-01-01,home_improvement,0,0%,333xx,FL,< 1 year,0
1500.00,2013-01-01,home_improvement,600,7.3%,324xx,FL,< 1 year,0
15000.00,2013-01-01,personal,689,7.92%,945xx,CA,2 years,0
20000.00,2013-01-01,debt_consolidation,626,18.43%,571xx,SD,< 1 year,0
17925.00,2013-01-01,car,512,9.92%,038xx,NH,< 1 year,0
1000.00,2013-01-01,other,553,3.7%,752xx,TX,< 1 year,0
1500.00,2013-01-01,debt_consolidation,590,12.26%,481xx,MI,< 1 year,0
4100.00,2013-01-01,debt_consolidation,623,11.49%,986xx,WA,2 years,0
1600.00,2013-01-01,other,656,31.13%,319xx,GA,< 1 year,0
35000.00,2013-01-01,debt_consolidation,698,52.57%,800xx,CO,< 1 year,0
35000.00,2013-01-01,credit_card,659,29.91%,606xx,IL,< 1 year,0
20000.00,2013-01-01,credit_card,652,10.88%,078xx,NJ,< 1 year,0
6000.00,2013-01-01,credit_card,669,6.65%,010xx,MA,< 1 year,0
35000.00,2013-01-01,TO CONSOLIDATE MY DEBT,679,10.9%,113xx,NY,6 years,0
7500.00,2013-01-01,debt_consolidation,699,38.63%,331xx,FL,< 1 year,0
1000.00,2013-01-01,other,564,31.4%,657xx,MO,< 1 year,0
10000.00,2013-01-01,debt_consolidation,562,13.95%,925xx,CA,< 1 year,0
25000.00,2013-01-01,home_improvement,0,0%,103xx,NY,< 1 year,0
10000.00,2013-01-01,debt_consolidation,673,19.29%,054xx,VT,< 1 year,0
35000.00,2013-01-01,debt_consolidation,712,38.78%,296xx,SC,< 1 year,0
22000.00,2013-01-01,debt_consolidation,683,20%,903xx,CA,< 1 year,0
10000.00,2013-01-01,small_business,644,2.92%,295xx,SC,< 1 year,0
5000.00,2013-01-01,debt_consolidation,635,21.11%,857xx,AZ,< 1 year,0
1500.00,2013-01-01,Home build,805,0.01%,967xx,HI,4 years,0
15000.00,2013-01-01,debt_consolidation,635,14.29%,216xx,MD,< 1 year,0
1000.00,2013-01-01,debt_consolidation,565,2.72%,346xx,FL,< 1 year,0
30000.00,2013-01-01,small_business,680,33.91%,701xx,LA,< 1 year,0
12000.00,2013-01-01,credit_card,652,36.73%,532xx,WI,< 1 year,0
5000.00,2013-01-01,wedding,657,20.26%,606xx,IL,< 1 year,0
2500.00,2013-01-01,moving,598,14.71%,450xx,OH,< 1 year,0
35000.00,2013-01-01,Business,707,18.3%,765xx,TX,4 years,0
6000.00,2013-01-01,Fusion,662,3.24%,761xx,TX,1 year,0
25000.00,2013-01-01,Home Improvement,726,9.18%,027xx,MA,6 years,0
10000.00,2013-01-01,other,604,21.83%,010xx,MA,< 1 year,0
5000.00,2013-01-01,debt_consolidation,626,5.64%,211xx,MD,< 1 year,0
8000.00,2013-01-01,other,483,24.48%,542xx,WI,< 1 year,0
20000.00,2013-01-01,debt_consolidation,634,20.53%,850xx,AZ,< 1 year,0
33700.00,2013-01-01,car,696,33.82%,781xx,TX,2 years,0
15000.00,2013-01-01,back on track,667,21.4%,449xx,OH,7 years,0
1000.00,2013-01-01,other,503,4.07%,620xx,IL,< 1 year,0
5000.00,2013-01-01,debt_consolidation,550,10.84%,452xx,OH,< 1 year,0
35000.00,2013-01-01,major_purchase,654,37.16%,857xx,AZ,< 1 year,0
35000.00,2013-01-01,car,650,8.11%,928xx,CA,< 1 year,0
6000.00,2013-01-01,other,653,29.19%,441xx,OH,< 1 year,0
16000.00,2013-01-01,credit_card,664,31.48%,452xx,OH,< 1 year,0
15000.00,2013-01-01,debt_consolidation,551,49.4%,030xx,NH,< 1 year,0
35000.00,2013-01-01,debt_consolidation,663,29.8%,480xx,MI,< 1 year,0
3000.00,2013-01-01,other,686,1.5%,225xx,VA,4 years,0
2600.00,2013-01-01,debt_consolidation,644,6.92%,480xx,MI,< 1 year,0
1000.00,2013-01-01,other,647,43.03%,457xx,OH,< 1 year,0
25000.00,2013-01-01,debt_consolidation,731,35.32%,336xx,FL,< 1 year,0
5000.00,2013-01-01,car,475,102%,307xx,GA,< 1 year,0
1000.00,2013-01-01,renewable_energy,0,0%,112xx,NY,< 1 year,0
10000.00,2013-01-01,debt_consolidation,650,24.56%,300xx,GA,< 1 year,0
15000.00,2013-01-01,debt_consolidation,619,8.55%,366xx,AL,< 1 year,0
10000.00,2013-01-01,debt_consolidation,535,4.81%,981xx,WA,< 1 year,0
4000.00,2013-01-01,car,0,0%,926xx,CA,< 1 year,0
3500.00,2013-01-01,debt_consolidation,658,16.8%,494xx,MI,< 1 year,0
15000.00,2013-01-01,debt_consolidation,675,37.11%,440xx,OH,< 1 year,0
35000.00,2013-01-01,debt_consolidation,0,0%,775xx,TX,< 1 year,0
10000.00,2013-01-01,car,718,1.2%,349xx,FL,< 1 year,0
25000.00,2013-01-01,freedom loan,729,16.54%,315xx,GA,7 years,0
10000.00,2013-01-01,debt_consolidation,670,33.72%,119xx,NY,< 1 year,0
1000.00,2013-01-01,other,,-1%,347xx,FL,< 1 year,0
24000.00,2013-01-01,house,628,7.82%,236xx,VA,< 1 year,0
35000.00,2013-01-01,debt_consolidation,643,23.12%,959xx,CA,< 1 year,0
1000.00,2013-01-01,other,464,4.39%,925xx,CA,< 1 year,0
2000.00,2013-01-01,other,603,16.52%,917xx,CA,< 1 year,0
8000.00,2013-01-01,credit_card,671,125.28%,953xx,CA,< 1 year,0
35000.00,2013-01-01,credit_card,650,22.3%,451xx,OH,< 1 year,0
12000.00,2013-01-01,debt_consolidation,653,15.3%,283xx,NC,< 1 year,0
3000.00,2013-01-01,other,584,116.16%,208xx,MD,< 1 year,0
11000.00,2013-01-01,credit_card,663,10.42%,334xx,CT,< 1 year,0
5000.00,2013-01-01,Other,668,23.35%,347xx,FL,n/a,0
12000.00,2013-01-01,debt_consolidation,699,58.08%,554xx,MN,< 1 year,0
7375.00,2013-01-01,home improvement,672,0%,334xx,FL,5 years,0
30000.00,2013-01-01,debt_consolidation,550,23.85%,129xx,NY,< 1 year,0
18000.00,2013-01-01,Business Expansion,662,16.82%,975xx,OR,3 years,0
